slot,reading,dialogue_uses,bigrams (count)
0x055f,割,1,割愛(1)  意割(1)
0x0560,義,1,意義(1)
0x0561,遺,4,的遺(3)  遺孤(2)  遺憾(1)  真遺(1)  遺物(1)
0x0562,憾,1,遺憾(1)
0x0563,湖,19,天湖(11)  湖湖(6)  湖水(6)  湖氾(2)  湖的(2)  湖中(2)  的湖(1)  湖喔(1)  湖另(1)  湖捕(1)
0x0564,氾,4,氾濫(3)  湖氾(2)  水氾(1)  氾瀾(1)  會氾(1)
0x0565,濫,3,氾濫(3)
0x0566,淹,5,淹水(3)  經淹(1)  一淹(1)  而淹(1)  淹沒(1)  水淹(1)  淹大(1)  怕淹(1)
0x0567,罷,1,也罷(1)
0x0568,截,2,截然(1)  候截(1)  截樹(1)  一截(1)
0x0569,潮,1,潮濕(1)  冷潮(1)
0x056a,濕,1,濕型(1)  潮濕(1)
0x056b,雪,8,下雪(3)  雪融(1)  積雪(1)  著雪(1)  玩雪(1)  雪山(1)  的雪(1)  雪流(1)  化雪(1)  雪呢(1)
0x056c,褐,1,褐髮(1)  的褐(1)
0x056d,積,1,積雪(1)  的積(1)
0x056e,澈,1,清澈(1)
0x056f,賊,16,山賊(15)  賊愈(1)  賊就(1)  賊實(1)  賊出(1)  賊中(1)  賊強(1)  賊不(1)  賊的(1)  賊我(1)
0x0570,疏,7,疏洪(7)  了疏(2)  本疏(1)  讓疏(1)  成疏(1)  於疏(1)  挖疏(1)
0x0571,洪,7,洪道(7)  疏洪(7)
0x0572,拼,1,打拼(1)
0x0573,猖,1,猖獗(1)  越猖(1)
0x0574,獗,1,猖獗(1)
0x0575,柴,1,採柴(1)
0x0576,搬,4,搬到(2)  就搬(1)  先搬(1)  搬家(1)  想搬(1)  搬離(1)  要搬(1)
0x0577,叔,8,叔叔(8)  家叔(1)  叔經(1)  爾叔(1)  叔讓(1)
0x0578,式,3,式各(1)  各式(1)  式成(1)  正式(1)  招式(1)
0x0579,豔,1,豔福(1)  有豔(1)
0x057a,劫,2,打劫(2)  劫你(1)  劫旅(1)
0x057b,Ｃ,4,人Ｃ(4)
0x057c,寨,15,山寨(15)  寨中(5)  寨的(2)  寨做(2)  寨到(1)  寨是(1)  寨了(1)  寨頭(1)  寨通(1)
0x057d,赦,1,赦的(1)  不赦(1)
0x057e,假,6,是假(6)  假的(2)
0x0580,參,1,參觀(1)  細參(1)
0x0581,傑,1,傑拉(1)  帝傑(1)
0x0582,帝,6,皇帝(6)  帝陛(5)  帝傑(1)
0x0583,佔,1,佔山(1)  強佔(1)
0x0584,剷,1,剷除(1)  被剷(1)
0x0585,投,2,投入(2)  部投(1)  都投(1)
0x0586,魯,6,魯達(6)  克魯(6)
0x0587,額,1,額過(1)  高額(1)
0x0588,佩,1,佩服(1)  真佩(1)
0x0589,膽,2,膽量(1)  的膽(1)  膽小(1)  此膽(1)
0x058a,輩,2,輩子(1)  這輩(1)  輩的(1)  一輩(1)
0x058b,仍,1,仍守(1)  賊仍(1)
0x058c,片,2,片廣(1)  一片(1)  鱗片(1)
0x058d,廣,2,廣大(1)  片廣(1)  廣閣(1)  一廣(1)
0x058e,徒,1,徒步(1)
0x0590,棒,1,棒哦(1)  很棒(1)
0x0591,構,7,構想(4)  構成(3)  的構(2)  個構(2)  能構(1)  陸構(1)  林構(1)
0x0592,昧,1,昧想(1)  冒昧(1)
0x0594,扶,1,扶養(1)  是扶(1)
0x0595,養,3,養我(1)  扶養(1)  養狗(1)  以養(1)  養在(1)  得養(1)
0x0596,弄,2,弄錯(1)  沒弄(1)  弄到(1)  經弄(1)
0x0597,鄉,1,鄉下(1)  在鄉(1)
0x0598,略,1,侵略(1)
0x0599,亡,2,滅亡(1)  陣亡(1)
0x059a,括,3,包括(3)  括你(2)  括先(1)
0x059b,尚,1,尚可(1)  下尚(1)
0x059c,威,3,威力(2)  倍威(1)  威名(1)  的威(1)
0x059d,奪,4,奪走(2)  被奪(2)  奪利(1)  名奪(1)  奪各(1)  搶奪(1)
0x059e,足,1,充足(1)
0x059f,諸,1,諸候(1)  上諸(1)
0x05a0,稅,4,重稅(2)  稅收(2)  稅的(1)  加稅(1)  及稅(1)
0x05a1,貧,1,貧苦(1)  當貧(1)
0x05a2,辭,1,辭辛(1)  不辭(1)
0x05a3,８,2,８歲(2)  1８(2)
0x05a5,盜,1,盜賊(1)  門盜(1)
0x05a7,囉,2,囉囉(2)  的囉(1)
0x05aa,９,2,９歲(1)  1９(1)  ９0(1)  夜９(1)
0x05ab,湯,2,成湯(2)  湯服(1)  湯給(1)
0x05ac,株,1,一株(1)
0x05ad,獨,3,獨立(1)  獨來(1)  向獨(1)  獨往(1)  來獨(1)
0x05ae,借,1,借我(1)  以借(1)
0x05af,角,2,角色(2)  的角(2)
0x05b0,凹,2,凹口(2)  在凹(2)
0x05b1,碰,1,碰過(1)  賊碰(1)
0x05b2,龐,8,龐德(8)  用龐(1)  壞龐(1)  護龐(1)  的龐(1)  在龐(1)
0x05b3,庫,10,庫德(7)  寶庫(3)  找庫(1)  叫庫(1)  派庫(1)  給庫(1)  庫已(1)
0x05b4,累,1,累的(1)  挺累(1)
0x05b5,歇,1,歇腳(1)  可歇(1)
0x05b6,租,2,租破(1)  要租(1)  租了(1)  就租(1)
0x05b7,填,1,填充(1)  們填(1)
0x05b8,頂,1,頂藏(1)  山頂(1)
0x05b9,蒸,3,蒸氣(3)  的蒸(1)  是蒸(1)  然蒸(1)
0x05bb,景,4,的景(2)  場景(1)  景很(1)  風景(1)  景色(1)  景象(1)
0x05bc,央,1,中央(1)
0x05bd,季,1,季節(1)  個季(1)
0x05be,節,1,節天(1)  季節(1)
0x05bf,瀾,1,氾瀾(1)
0x05c0,素,1,因素(1)
0x05c1,端,2,一端(2)  端的(1)
0x05c2,穩,1,穩定(1)  不穩(1)
0x05c3,晨,1,晨的(1)  早晨(1)
0x05c4,氛,1,氣氛(1)
0x05c5,遷,1,遷回(1)  點遷(1)
0x05c6,財,1,財力(1)  及財(1)
0x05c7,駕,1,駕光(1)  大駕(1)
0x05ce,抓,1,抓走(1)  獸抓(1)
0x05d7,贏,2,贏我(2)  打贏(2)
0x05d8,熟,2,熟的(1)  蠻熟(1)  熟哦(1)  眼熟(1)
0x05db,呆,1,發呆(1)
0x05dc,揚,1,飛揚(1)
0x05df,隔,3,隔壁(2)  隔風(1)  阻隔(1)  家隔(1)  到隔(1)
0x05e3,噴,2,
0x05e5,號,1,號稱(1)  隊號(1)
0x05e7,帳,2,的帳(1)  帳吧(1)  算帳(1)
0x05e8,欺,4,欺壓(3)  們欺(1)  隊欺(1)  欺負(1)  人欺(1)  的欺(1)
0x05ed,念,17,邪念(17)  念抽(2)  念的(2)  念封(2)  念物(1)  念一(1)  念連(1)  念破(1)  念產(1)  念有(1)
0x05ee,賽,10,賽倫(10)  拉賽(10)
0x05ef,誤,1,誤會(1)  您誤(1)
0x05f0,瞧,1,瞧不(1)  是瞧(1)
0x05f1,厚,1,厚的(1)  地厚(1)
0x05f2,句,2,句話(2)  這句(1)  幾句(1)
0x05f3,嘖,1,
0x05f4,鼎,2,鼎鼎(2)  名鼎(1)  鼎的(1)
0x05f5,唇,1,唇舌(1)  費唇(1)
0x05f6,舌,1,唇舌(1)
0x05f9,違,1,違抗(1)  常違(1)
0x05fa,抗,2,抗弗(1)  違抗(1)  抗才(1)  反抗(1)
0x05fb,劣,1,劣不(1)  玩劣(1)
0x05fc,顆,6,顆聖(4)  五顆(4)  顆較(1)  幾顆(1)  顆樹(1)  這顆(1)
0x05fd,縫,16,裂縫(16)  縫中(4)  縫下(2)  縫可(1)  縫不(1)  縫的(1)  縫內(1)  縫去(1)
0x05fe,納,6,納特(6)  的納(1)  了納(1)  是納(1)  到納(1)
0x05ff,吼,3,吼聲(2)  吼叫(1)  到吼(1)  的吼(1)  叫吼(1)
0x0600,設,2,設一(1)  建設(1)  設繩(1)  架設(1)
0x0601,台,3,一台(2)  武台(1)  台飛(1)  台能(1)
0x0602,競,1,競技(1)  取競(1)
0x0603,擴,2,擴充(2)  力擴(1)  了擴(1)
0x0604,罪,4,罪了(2)  得罪(2)  罪行(1)  的罪(1)  罪的(1)  無罪(1)
0x0605,觸,1,觸犯(1)  是觸(1)
0x0606,棵,6,這棵(3)  棵巨(2)  棵大(1)  棵這(1)  七棵(1)  棵非(1)  一棵(1)  有棵(1)  棵樹(1)
0x0607,顯,1,顯示(1)  才顯(1)
0x0608,考,1,考古(1)  札考(1)
0x0609,宏,2,宏大(1)  很宏(1)  宏偉(1)  當宏(1)
0x060a,閣,1,閣的(1)  廣閣(1)
0x060b,聳,1,聳立(1)  樹聳(1)
0x060c,述,1,述著(1)  記述(1)
0x060d,荒,1,荒蕪(1)  個荒(1)
0x060e,蕪,1,蕪死(1)  荒蕪(1)
0x060f,寂,1,寂的(1)  死寂(1)
0x0610,新,8,的新(4)  新繼(3)  新的(2)  新科(1)  類新(1)  新統(1)  新氣(1)  番新(1)  了新(1)
0x0611,致,2,致今(1)  導致(1)  致的(1)  大致(1)
0x0612,餘,2,其餘(2)  餘的(1)  餘皆(1)
0x0613,茂,2,茂盛(1)  由茂(1)  茂密(1)  這茂(1)
0x0614,盛,1,盛的(1)  茂盛(1)
0x0615,繫,1,聯繫(1)
0x0616,射,1,射巨(1)  發射(1)
0x0617,彼,1,彼此(1)  族彼(1)
0x0618,歧,1,歧視(1)  常歧(1)
0x0619,窄,1,窄且(1)  狹窄(1)
0x061a,惠,1,惠顧(1)  謝惠(1)
0x061b,稀,1,稀客(1)  是稀(1)
0x061c,站,2,站在(1)  站衛(1)  在站(1)
0x061d,驕,1,驕傲(1)  的驕(1)
0x061e,歐,13,雷歐(12)  歐將(5)  歐村(1)  希歐(1)  歐今(1)
0x061f,境,3,環境(2)  境界(1)  的境(1)  境和(1)  境就(1)
0x0620,康,6,康泰(6)  在康(2)  由康(1)  是康(1)
0x0621,泰,6,泰村(6)  康泰(6)
0x0622,寧,1,寧似(1)  不寧(1)
0x0623,賜,1,賜與(1)  天賜(1)
0x0624,堆,1,堆山(1)  一堆(1)
0x0625,牠,1,牠的(1)  是牠(1)
0x0626,橫,1,橫無(1)  蠻橫(1)
0x0627,吞,1,吞聲(1)  氣吞(1)
0x0628,祥,1,祥的(1)  不祥(1)
0x0629,昨,4,昨天(4)  我昨(1)
0x062a,嗚,3,
0x062b,爬,4,爬上(1)  時爬(1)  爬下(1)  上爬(1)  爬樹(1)  會爬(1)  爬不(1)  又爬(1)
0x062c,聰,3,聰明(3)  很聰(1)  最聰(1)  的聰(1)
0x062d,鳥,6,鳥的(2)  的鳥(2)  種鳥(2)  小鳥(1)  是鳥(1)  鳥類(1)  鳥不(1)
0x062e,藤,1,藤盪(1)  樹藤(1)
0x062f,盪,1,盪到(1)  藤盪(1)
0x0630,鄰,1,鄰居(1)  的鄰(1)
0x0631,置,2,位置(2)  置奇(1)  置最(1)
0x0632,軸,2,軸心(1)  技軸(1)  軸了(1)  輪軸(1)
0x0636,索,1,索就(1)  繩索(1)
0x0637,殊,1,殊用(1)  特殊(1)
0x0638,趟,1,趟了(1)  一趟(1)
0x0639,瓦,14,巴瓦(14)  瓦將(9)  瓦算(1)
0x063a,愉,1,愉快(1)  很愉(1)
0x063d,瞬,1,瞬間(1)  一瞬(1)
0x063e,凱,8,凱琳(8)  我凱(1)
0x063f,誓,5,誓言(4)  的誓(4)  誓將(1)  宣誓(1)
0x0640,言,4,誓言(4)
0x0641,拔,2,拔出(2)
0x0642,履,3,履行(3)  會履(2)
0x0643,席,3,卡席(3)  席將(1)
0x0645,撒,9,撒爾(9)  是撒(2)  入撒(1)  決撒(1)  到撒(1)  得撒(1)
0x0646,缺,1,缺水(1)  年缺(1)
0x0649,局,1,局面(1)  種局(1)
0x064a,模,1,模一(1)  一模(1)
0x064c,均,3,均被(1)  城均(1)  均自(1)  均曾(1)  軍均(1)
0x064d,陷,3,攻陷(2)  陷入(1)  陷後(1)
0x064e,役,1,役中(1)  戰役(1)
0x064f,徵,1,徵統(1)  象徵(1)
0x0650,麾,1,麾下(1)  王麾(1)
0x0651,鞏,1,鞏固(1)  了鞏(1)
0x0652,陰,1,陰影(1)  的陰(1)
0x0653,斤,1,斤的(1)  千斤(1)
0x0654,慌,1,慌張(1)  太慌(1)
0x0655,宣,1,宣誓(1)  曾宣(1)
0x0657,孤,3,遺孤(2)  孤癖(1)  點孤(1)
0x0658,攏,1,攏爾(1)
0x0659,皆,1,皆是(1)  餘皆(1)
0x065a,遍,1,遍的(1)  整遍(1)
0x065b,惟,1,惟一(1)  中惟(1)
0x065c,勝,2,勝利(1)  勝他(1)  戰勝(1)
0x065d,淒,1,淒慘(1)  最淒(1)
0x065e,癖,1,孤癖(1)
0x065f,撿,1,撿到(1)  裡撿(1)
0x0660,鱗,1,鱗片(1)  的鱗(1)
0x0661,盈,1,輕盈(1)
0x0662,浮,3,浮力(2)  浮於(1)  具浮(1)  的浮(1)  有浮(1)
0x0663,妙,1,奧妙(1)
0x0664,仔,2,仔細(2)  要仔(1)
0x0665,辨,1,辨出(1)  分辨(1)
0x0666,偶,1,偶像(1)  的偶(1)
0x0667,鏢,1,鏢使(1)  力鏢(1)
0x0668,翔,1,飛翔(1)
0x0669,涵,1,涵意(1)  麼涵(1)
0x066a,舍,1,房舍(1)
0x066b,岩,1,岩石(1)  的岩(1)
0x0672,縛,1,縛住(1)  束縛(1)
0x0673,殼,3,外殼(3)  殼太(1)  殼所(1)
0x0674,枝,2,樹枝(2)  枝幹(1)  枝吧(1)
0x0675,翅,1,翅膀(1)  的翅(1)
0x0676,膀,1,膀一(1)  翅膀(1)
0x0677,載,1,載八(1)  能載(1)
0x0678,編,1,編織(1)  毛編(1)
0x0679,織,1,織而(1)  編織(1)
0x067a,寬,1,寬大(1)  個寬(1)
0x067b,砍,1,砍下(1)  們砍(1)
0x067c,摘,1,摘下(1)
0x067d,啟,3,開啟(3)  啟正(1)
0x067e,暢,1,暢通(1)  經暢(1)
0x067f,屈,1,屈服(1)  不屈(1)
0x0680,扭,1,扭曲(1)  間扭(1)
0x0681,曲,1,扭曲(1)
0x0682,坦,1,平坦(1)
0x0684,莫,2,莫非(2)
0x0685,蛻,1,蛻變(1)  又蛻(1)
0x0686,抽,3,抽取(3)  念抽(2)  而抽(1)
0x0687,殆,1,殆盡(1)  壞殆(1)
0x0688,戮,1,戮及(1)  殺戮(1)
0x0689,懼,1,懼之(1)  恐懼(1)
0x068a,魂,3,靈魂(3)  魂的(1)  魂喚(1)
0x068b,傀,1,傀儡(1)  的傀(1)
0x068c,儡,1,傀儡(1)
0x068d,遲,2,遲早(1)  是遲(1)  宜遲(1)
0x068e,畢,1,畢竟(1)  我畢(1)
0x068f,嫩,1,太嫩(1)
0x0690,睜,1,睜大(1)  卡睜(1)
0x0691,睛,1,睛看(1)  眼睛(1)
0x0693,轟,1,轟成(1)  們轟(1)
0x0694,票,1,票看(1)  這票(1)
0x0695,塌,1,崩塌(1)
0x0696,吊,1,吊橋(1)  路吊(1)
0x0697,儍,1,儍事(1)  做儍(1)
0x0698,稼,1,稼衣(1)  我稼(1)
0x0699,螞,1,螞蟻(1)  如螞(1)
0x069a,蟻,1,螞蟻(1)
0x069b,召,1,召喚(1)  的召(1)
